user_id	recommended_movies
344662	['a+clockwork+orange+1971', 'blade+runner+1982', 'seven+samurai+1954', 'the+shawshank+redemption+1994', 'sal_+or+the+120+days+of+sodom+1975', 'bellissima+1951', 'sunset+boulevard+1950', 'the+usual+suspects+1995', 'raiders+of+the+lost+ark+1981', 'american+beauty+1999', 'pans+labyrinth+2006', 'holidays+by+the+sea+2011', 'the+matrix+1999', 'the+lady+vanishes+1938', 'fight+club+1999', 'a+close+shave+1995', 'django+unchained+2012', 'schindlers+list+1993', 'what+women+want+2000', 'life+is+beautiful+1997']
221988	['the+usual+suspects+1995', 'the+shawshank+redemption+1994', 'american+beauty+1999', 'mother+knows+best+1997', 'the+matrix+1999', 'aliens+1986', 'good+bye_+lenin+2003', 'the+immigrant+1917', 'day+of+wrath+1943', 'bellissima+1951', 'fight+club+1999', 'apocalypse+now+1979', 'raise+the+red+lantern+1991', 'run+lola+run+1998', 'paisan+1946', 'babylon+5+in+the+beginning+1998', 'nightcrawler+2014', 'peppermint+soda+1977', 'american+graffiti+1973', 'black+cat_+white+cat+1998']
239030	['the+matrix+1999', 'inglourious+basterds+2009', 'the+shawshank+redemption+1994', 'rashomon+1950', 'harry+potter+and+the+philosophers+stone+2001', 'a+clockwork+orange+1971', 'beauty+and+the+beast+1991', 'fight+club+1999', 'blade+runner+1982', 'the+princess+bride+1987', 'flight+of+the+conchords+a+texan+odyssey+2006', 'the+muppet+movie+1979', 'high+noon+1952', 'a+tale+of+two+sisters+2003', 'jayne+mansfields+car+2012', 'the+usual+suspects+1995', 'the+grey+zone+2001', 'the+sunset+limited+2011', 'aladdin+1992', 'star+wars+1977']
224282	['the+shawshank+redemption+1994', 'the+matrix+1999', 'sylvia+scarlett+1935', 'a+clockwork+orange+1971', 'the+usual+suspects+1995', 'seven+samurai+1954', 'raiders+of+the+lost+ark+1981', 'a+close+shave+1995', 'nightcrawler+2014', 'american+beauty+1999', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'raining+stones+1993', 'bright+star+2009', 'schindlers+list+1993', 'oliver+twist+1948', 'sunset+boulevard+1950', 'vernon_+florida+1981', 'the+saint+1997', 'wrong+cops+2013', 'city+of+god+2002']
431540	['the+shawshank+redemption+1994', 'fight+club+1999', 'inglourious+basterds+2009', 'the+matrix+1999', 'blade+runner+1982', 'the+princess+bride+1987', 'schindlers+list+1993', 'the+godfather+1972', 'seven+samurai+1954', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+lives+of+others+2006', 'the+usual+suspects+1995', 'a+close+shave+1995', 'aparajito+1956', 'raiders+of+the+lost+ark+1981', 'the+cameramans+revenge+1912', 'agent+red+2000', 'the+dark+knight+2008', 'forrest+gump+1994']
331298	['the+matrix+1999', 'fight+club+1999', 'the+shawshank+redemption+1994', 'blade+runner+1982', 'sunset+boulevard+1950', 'inglourious+basterds+2009', 'the+lives+of+others+2006', 'amlie+2001', 'premium+rush+2012', 'the+princess+bride+1987', 'the+avengers+2012', 'the+immigrant+1917', 'dial+m+for+murder+1954', 'this+sporting+life+1963', 'how+to+train+your+dragon+2+2014', 'what+women+want+2000', 'the+happiness+of+the+katakuris+2001', 'raiders+of+the+lost+ark+1981', 'ong-bak+the+thai+warrior+2003', 'the+godfather+1972']
100243	['the+shawshank+redemption+1994', 'the+matrix+1999', 'fight+club+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'schindlers+list+1993', 'a+close+shave+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'raiders+of+the+lost+ark+1981', 'life+is+beautiful+1997', 'amlie+2001', 'the+lives+of+others+2006', 'blade+runner+1982', 'the+usual+suspects+1995', 'm+1931', 'the+golden+compass+2007', 'the+godfather+1972', 'delicatessen+1991', 'inglourious+basterds+2009', 'head+office+1985', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964']
294116	['the+shawshank+redemption+1994', 'the+staircase+2004', 'the+matrix+1999', 'the+usual+suspects+1995', 'spellbound+1945', 'rashomon+1950', 'amlie+2001', 'raining+stones+1993', 'mickey_+donald_+goofy+the+three+musketeers+2004', 'seven+samurai+1954', 'thunder+soul+2010', 'american+beauty+1999', 'wisconsin+death+trip+1999', 'pirates+of+the+caribbean+dead+mans+chest+2006', 'django+unchained+2012', 'sanjuro+1962', 'chappie+2015', 'sylvia+scarlett+1935', 'shadow+of+a+doubt+1943', 'zatichi+the+fugitive+1963']
171934	['the+shawshank+redemption+1994', 'life+is+beautiful+1997', 'the+matrix+1999', 'the+lives+of+others+2006', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+princess+bride+1987', 'raiders+of+the+lost+ark+1981', 'the+immigrant+1917', 'amlie+2001', 'schindlers+list+1993', 'aparajito+1956', 'the+great+escape+1963', 'fight+club+1999', 'flamingo+road+1949', 'a+clockwork+orange+1971', 'seven+samurai+1954', 'il+grido+1957', 'the+dark+knight+2008', 'nightcrawler+2014', 'tsotsi+2005']
419181	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+matrix+1999', 'amlie+2001', 'a+clockwork+orange+1971', 'inglourious+basterds+2009', 'maleficent+2014', 'a+close+shave+1995', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+two+towers+2002', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'american+graffiti+1973', 'life+is+beautiful+1997', 'm+1931', 'paths+of+glory+1957', 'bicycle+thieves+1948', 'pans+labyrinth+2006', 'underground+1995', 'the+godfather+1972', 'playtime+1967']
96232	['the+shawshank+redemption+1994', 'seven+samurai+1954', 'the+usual+suspects+1995', 'fight+club+1999', 'the+lord+of+the+rings+the+two+towers+2002', 'blade+runner+1982', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'winters+bone+2010', 'pans+labyrinth+2006', 'raiders+of+the+lost+ark+1981', 'off+the+charts+the+song-poem+story+2003', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+graduate+1967', 'django+unchained+2012', 'madison+avenue+1962', 'spellbound+1945', 'dragonheart+a+new+beginning+2000', 'good+will+hunting+1997', 'mr.+troop+mom+2009', 'forrest+gump+1994']
242426	['the+shawshank+redemption+1994', 'the+matrix+1999', 'amlie+2001', 'the+princess+bride+1987', 'the+godfather+1972', 'fight+club+1999', 'life+is+beautiful+1997', 'three+oclock+high+1987', 'the+usual+suspects+1995', 'schindlers+list+1993', 'pans+labyrinth+2006', 'the+cameramans+revenge+1912', 'inglourious+basterds+2009', 'seven+samurai+1954', 'madison+avenue+1962', 'fargo+1996', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'raiders+of+the+lost+ark+1981', 'a+close+shave+1995', 'the+best+years+of+our+lives+1946']
164653	['the+shawshank+redemption+1994', 'the+matrix+1999', 'blade+runner+1982', 'm+1931', 'good+will+hunting+1997', 'fight+club+1999', '12+angry+men+1957', 'amlie+2001', 'raiders+of+the+lost+ark+1981', 'the+usual+suspects+1995', 'ratatouille+2007', 'foreign+correspondent+1940', 'a+close+shave+1995', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+princess+bride+1987', 'life+is+beautiful+1997', 'sunset+boulevard+1950', 'rashomon+1950', 'pulp+fiction+1994', 'the+life+of+jesus+1997']
3727	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+lives+of+others+2006', 'the+princess+bride+1987', 'life+is+beautiful+1997', 'the+matrix+1999', 'a+clockwork+orange+1971', 'the+usual+suspects+1995', 'blade+runner+1982', 'star+wars+1977', 'amlie+2001', 'm+1931', 'inglourious+basterds+2009', 'the+godfather+1972', 'off+the+charts+the+song-poem+story+2003', 'flamingo+road+1949', 'happy+people+a+year+in+the+taiga+2010', 'fargo+1996', 'portrait+of+jennie+1948', 'twelve+monkeys+1995']
519697	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'blade+runner+1982', 'memories+1995', 'm+1931', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'fight+club+1999', 'fool+for+love+1985', 'nightcrawler+2014', 'welfare+1975', 'inglourious+basterds+2009', 'ratatouille+2007', 'schindlers+list+1993', 'perfect+blue+1997', 'little+shop+of+horrors+1986', 'damage+1992', 'walle+2008', 'a+close+shave+1995', 'the+staircase+2004']
450016	['the+shawshank+redemption+1994', 'the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'inglourious+basterds+2009', 'the+kingdom+1994', 'robot+carnival+1987', 'flamingo+road+1949', 'the+usual+suspects+1995', 'blade+runner+1982', 'fury+2014', 'true+lies+1994', 'the+class+2008', 'the+lord+of+the+rings+the+two+towers+2002', 'amlie+2001', 'the+mask+you+live+in+2015', 'air+doll+2009', '12+angry+men+1957', 'once+were+warriors+1994', 'harry+potter+and+the+deathly+hallows+part+1+2010', 'a+face+in+the+crowd+1957']
14092	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'raiders+of+the+lost+ark+1981', 'inglourious+basterds+2009', 'the+usual+suspects+1995', 'pans+labyrinth+2006', 'schindlers+list+1993', 'the+princess+bride+1987', 'amlie+2001', 'a+clockwork+orange+1971', 'howls+moving+castle+2004', 'sunset+boulevard+1950', 'blade+runner+1982', 'winnie+the+pooh+and+the+honey+tree+1966', 'seven+samurai+1954', 'the+empire+strikes+back+1980', 'black+cat_+white+cat+1998', 'city+of+god+2002', 'persepolis+2007', 'samurai+ii+duel+at+ichijoji+temple+1955']
540875	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+godfather+1972', 'inglourious+basterds+2009', 'seven+samurai+1954', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'life+is+beautiful+1997', 'the+lives+of+others+2006', 'the+matrix+1999', 'tsotsi+2005', 'black+cat_+white+cat+1998', 'blade+runner+1982', 'the+princess+bride+1987', 'foreign+correspondent+1940', 'shadow+of+a+doubt+1943', 'the+dark+knight+2008', 'casablanca+1942', 'cinderella+1950', 'pans+labyrinth+2006', 'spellbound+1945']
211898	['fight+club+1999', 'the+shawshank+redemption+1994', 'a+close+shave+1995', 'the+matrix+1999', 'lawrence+of+arabia+1962', 'inglourious+basterds+2009', 'seven+samurai+1954', 'the+godfather+1972', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+lives+of+others+2006', 'raiders+of+the+lost+ark+1981', 'playtime+1967', 'the+dark+knight+2008', 'danton+1983', 'incendies+2010', 'the+usual+suspects+1995', 'blade+runner+1982', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'wisconsin+death+trip+1999', 'the+lookout+2007']
419457	['the+shawshank+redemption+1994', 'the+matrix+1999', 'm+1931', 'raiders+of+the+lost+ark+1981', 'the+godfather+part+ii+1974', 'madison+avenue+1962', 'fight+club+1999', 'seven+samurai+1954', 'blade+runner+1982', 'the+strange+world+of+planet+x+1958', 'danton+1983', 'rear+window+1954', 'lust+for+life+1956', 'the+staircase+2004', 'dial+m+for+murder+1954', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'sunset+boulevard+1950', 'the+mask+you+live+in+2015', 'call+me+kuchu+2012', 'forrest+gump+1994']
321209	['the+matrix+1999', 'the+shawshank+redemption+1994', 'fight+club+1999', 'the+strange+world+of+planet+x+1958', 'blade+runner+1982', 'nausica+of+the+valley+of+the+wind+1984', 'walle+2008', 'the+diving+bell+and+the+butterfly+2007', 'gigantic+2008', 'raiders+of+the+lost+ark+1981', 'the+usual+suspects+1995', 'the+godfather+1972', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'schindlers+list+1993', 'nightcrawler+2014', 'the+life+of+jesus+1997', 'pans+labyrinth+2006', 'my+big+fat+greek+wedding+2002', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'mother+knows+best+1997']
62977	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+godfather+1972', 'the+matrix+1999', 'inglourious+basterds+2009', 'portrait+of+jennie+1948', 'lawrence+of+arabia+1962', 'spellbound+1945', 'amlie+2001', 'sylvia+scarlett+1935', 'the+life+of+jesus+1997', 'the+civil+war+1990', 'incendies+2010', 'life+is+beautiful+1997', 'walle+2008', 'the+usual+suspects+1995', 'oliver+twist+1948', 'mulholland+falls+1996', 'rashomon+1950', 'star+wars+1977']
410151	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+matrix+1999', 'pans+labyrinth+2006', 'inglourious+basterds+2009', 'the+godfather+1972', 'fight+club+1999', 'raiders+of+the+lost+ark+1981', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'incendies+2010', 'forrest+gump+1994', 'raining+stones+1993', 'madison+avenue+1962', 'eight+diagram+pole+fighter+1984', 'castle+in+the+sky+1986', 'the+graduate+1967', 'the+usual+suspects+1995', 'happy+people+a+year+in+the+taiga+2010', 'the+lives+of+others+2006', 'tsotsi+2005']
404448	['the+shawshank+redemption+1994', 'a+raisin+in+the+sun+1961', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'fight+club+1999', 'inglourious+basterds+2009', 'life+is+beautiful+1997', 'blade+runner+1982', 'a+close+shave+1995', 'raise+the+red+lantern+1991', 'the+godfather+1972', 'sunset+boulevard+1950', 'the+avengers+2012', 'pans+labyrinth+2006', 'the+chorus+2004', 'despicable+me+2+2013', 'tsotsi+2005', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+world+of+apu+1959', 'the+usual+suspects+1995']
326599	['the+shawshank+redemption+1994', 'blade+runner+1982', 'fight+club+1999', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'the+godfather+1972', 'the+usual+suspects+1995', 'inglourious+basterds+2009', 'once+were+warriors+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'in+the+name+of+the+father+1993', 'a+clockwork+orange+1971', 'persepolis+2007', 'seven+samurai+1954', 'the+meaning+of+life+1983', 'sunset+boulevard+1950', 'wisconsin+death+trip+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'whisper+of+the+heart+1995', 'the+graduate+1967']
358903	['blade+runner+1982', 'pans+labyrinth+2006', 'inglourious+basterds+2009', 'the+shawshank+redemption+1994', 'fight+club+1999', 'm+1931', 'the+graduate+1967', 'the+princess+bride+1987', 'the+usual+suspects+1995', 'seven+samurai+1954', 'the+matrix+1999', 'the+lord+of+the+rings+the+two+towers+2002', 'princess+mononoke+1997', 'sunset+boulevard+1950', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+great+escape+1963', 'the+godfather+1972', 'a+raisin+in+the+sun+1961', 'adult+camp+2015', 'goodfellas+1990']
116842	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+godfather+1972', 'seven+samurai+1954', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'inglourious+basterds+2009', 'a+face+in+the+crowd+1957', 'persepolis+2007', 'tsotsi+2005', 'mr.+troop+mom+2009', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+princess+bride+1987', 'blade+runner+1982', 'black+cat_+white+cat+1998', 'wuthering+heights+1939', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'forrest+gump+1994', 'spellbound+1945', 'the+golden+compass+2007']
476753	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+terminator+1984', 'life+is+beautiful+1997', 'the+matrix+1999', 'inglourious+basterds+2009', 'spartan+2004', 'sunset+boulevard+1950', 'the+godfather+1972', 'raiders+of+the+lost+ark+1981', 'princess+mononoke+1997', 'fight+club+1999', 'forrest+gump+1994', 'hoop+dreams+1994', 'the+usual+suspects+1995', 'indiana+jones+and+the+last+crusade+1989', 'seven+samurai+1954', 'robots+2005', 'the+lives+of+others+2006', 'good+will+hunting+1997']
41995	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'fight+club+1999', 'the+matrix+1999', 'elary+2003', 'rashomon+1950', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'reservation+road+2007', 'the+lives+of+others+2006', 'the+civil+war+1990', 'forrest+gump+1994', 'hoop+dreams+1994', 'm+1931', 'exporting+raymond+2011', 'the+princess+bride+1987', 'american+beauty+1999', 'incendies+2010', 'the+godfather+1972', 'bandslam+2009', 'happy+people+a+year+in+the+taiga+2010']
453744	['the+shawshank+redemption+1994', 'inglourious+basterds+2009', 'seven+samurai+1954', 'the+godfather+1972', 'fight+club+1999', 'the+usual+suspects+1995', 'amlie+2001', 'blade+runner+1982', 'the+bourne+identity+2002', 'm+1931', 'rashomon+1950', 'foreign+correspondent+1940', 'the+princess+bride+1987', 'the+good_+the+bad+and+the+ugly+1966', 'winnie+the+pooh+and+the+honey+tree+1966', 'the+meaning+of+life+1983', 'happy+people+a+year+in+the+taiga+2010', 'the+matrix+1999', 'the+lives+of+others+2006', 'life+is+beautiful+1997']
357700	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'three+oclock+high+1987', 'the+matrix+1999', 'fight+club+1999', 'blade+runner+1982', 'raiders+of+the+lost+ark+1981', 'the+princess+bride+1987', 'the+lives+of+others+2006', 'foreign+correspondent+1940', 'air+doll+2009', 'pans+labyrinth+2006', 'seven+samurai+1954', 'straight+shooting+1917', 'the+usual+suspects+1995', 'wisconsin+death+trip+1999', 'the+browning+version+1951', 'good+bye_+lenin+2003', 'chappie+2015', 'bright+star+2009']
69968	['the+shawshank+redemption+1994', 'the+matrix+1999', 'blade+runner+1982', 'the+usual+suspects+1995', 'sunset+boulevard+1950', 'inglourious+basterds+2009', 'fight+club+1999', 'kikujiro+1999', 'the+godfather+1972', 'songcatcher+2001', 'princess+mononoke+1997', 'black+cat_+white+cat+1998', 'forrest+gump+1994', 'scarface+1983', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'flight+of+the+conchords+a+texan+odyssey+2006', 'raiders+of+the+lost+ark+1981', 'stories+of+lost+souls+2004', 'a+close+shave+1995', 'the+terminator+1984']
171779	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'fight+club+1999', 'the+matrix+1999', 'seven+samurai+1954', 'blade+runner+1982', 'm+1931', 'amlie+2001', 'persepolis+2007', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+lord+of+the+rings+the+two+towers+2002', 'elary+2003', 'kikis+delivery+service+1989', 'a+face+in+the+crowd+1957', 'the+godfather+1972', 'spellbound+1945', 'a+tale+of+two+sisters+2003', 'pans+labyrinth+2006', 'the+usual+suspects+1995', 'the+green+mile+1999']
350001	['a+clockwork+orange+1971', 'the+shawshank+redemption+1994', 'holidays+by+the+sea+2011', 'life+is+beautiful+1997', 'vernon_+florida+1981', 'the+usual+suspects+1995', 'bellissima+1951', 'the+godfather+part+ii+1974', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'running+on+empty+1988', 'the+matrix+1999', 'sal_+or+the+120+days+of+sodom+1975', 'happy+people+a+year+in+the+taiga+2010', 'children+on+their+birthdays+2002', 'garm+hava+1973', 'winnie+the+pooh+2011', 'raiders+of+the+lost+ark+1981', 'blade+runner+1982', 'the+silence+of+the+lambs+1991', 'the+godfather+1972']
449159	['the+shawshank+redemption+1994', 'blade+runner+1982', 'fight+club+1999', 'inglourious+basterds+2009', 'seven+samurai+1954', 'donnie+darko+2001', 'sunset+boulevard+1950', 'princess+mononoke+1997', 'the+matrix+1999', 'castle+in+the+sky+1986', 'the+immigrant+1917', 'life+is+beautiful+1997', 'the+princess+bride+1987', 'the+godfather+1972', 'the+strange+world+of+planet+x+1958', 'raiders+of+the+lost+ark+1981', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'x-men+days+of+future+past+2014', 'foreign+correspondent+1940', 'takva+a+mans+fear+of+god+2006']
576537	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'amlie+2001', 'the+great+escape+1963', 'the+godfather+1972', 'sunset+boulevard+1950', 'fight+club+1999', 'good+will+hunting+1997', 'bellissima+1951', 'life+is+beautiful+1997', 'a+clockwork+orange+1971', 'the+best+years+of+our+lives+1946', 'the+godfather+part+ii+1974', 'seven+samurai+1954', 'robot+carnival+1987', 'a+face+in+the+crowd+1957', 'immensee+1943', 'winnie+the+pooh+2011', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'flight+of+the+conchords+a+texan+odyssey+2006']
558183	['the+shawshank+redemption+1994', 'the+matrix+1999', 'a+close+shave+1995', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'oliver+twist+1948', 'premium+rush+2012', 'the+lives+of+others+2006', 'rashomon+1950', 'the+39+steps+2008', 'a+boy+named+charlie+brown+1969', 'flamingo+road+1949', 'raiders+of+the+lost+ark+1981', 'inglourious+basterds+2009', 'fight+club+1999', 'american+pie+2+2001', 'flight+of+the+conchords+a+texan+odyssey+2006', 'holiday+inn+1942', 'blade+runner+1982', 'amlie+2001', 'broadway+melody+of+1936+1935']
469922	['blade+runner+1982', 'raiders+of+the+lost+ark+1981', 'the+shawshank+redemption+1994', 'pans+labyrinth+2006', 'the+matrix+1999', 'inglourious+basterds+2009', 'the+lives+of+others+2006', 'the+usual+suspects+1995', 'aparajito+1956', 'fight+club+1999', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'seven+samurai+1954', 'raise+the+red+lantern+1991', 'kikis+delivery+service+1989', 'chappie+2015', 'the+saint+1997', 'amlie+2001', 'princess+mononoke+1997', 'chinese+take-out+2011']
494208	['the+shawshank+redemption+1994', 'blade+runner+1982', 'the+dark+knight+2008', 'the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'raise+the+red+lantern+1991', 'inglourious+basterds+2009', 'the+usual+suspects+1995', 'raiders+of+the+lost+ark+1981', 'sholay+1975', 'the+princess+bride+1987', 'aliens+1986', 'daddy+day+care+2003', 'wuthering+heights+1939', 'the+north+avenue+irregulars+1979', 'a+clockwork+orange+1971', 'don+jon+2013', 'blonde+venus+1932', 'the+saint+1997', 'damage+1992']
