user_id	recommended_movies
62977	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'blade+runner+1982', 'fight+club+1999', 'the+lives+of+others+2006', 'run+lola+run+1998', 'a+clockwork+orange+1971', 'head+office+1985', 'a+man+escaped+1956', 'aparajito+1956', 'raiders+of+the+lost+ark+1981', 'tt3d+closer+to+the+edge+2011', 'pirates+of+the+caribbean+at+worlds+end+2007', 'danton+1983', 'inglourious+basterds+2009', 'the+little+mermaid+1989', 'the+godfather+1972', 'flamingo+road+1949', 'don+jon+2013']
410151	['the+shawshank+redemption+1994', 'the+matrix+1999', 'fight+club+1999', 'a+close+shave+1995', 'the+godfather+1972', 'inglourious+basterds+2009', 'seven+samurai+1954', 'schindlers+list+1993', 'samurai+ii+duel+at+ichijoji+temple+1955', 'blade+runner+1982', 'how+to+train+your+dragon+2010', 'bright+star+2009', 'raiders+of+the+lost+ark+1981', 'incendies+2010', 'the+world+of+apu+1959', 'the+usual+suspects+1995', 'songcatcher+2001', 'the+best+years+of+our+lives+1946', 'blonde+venus+1932', 'm+1931']
404448	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+matrix+1999', 'seven+samurai+1954', 'amlie+2001', 'songcatcher+2001', 'alien+1979', 'inglourious+basterds+2009', 'north+by+northwest+1959', 'the+usual+suspects+1995', 'chinese+take-out+2011', 'session+9+2001', 'premium+rush+2012', 'schindlers+list+1993', 'the+immigrant+1917', 'the+princess+bride+1987', 'winnie+the+pooh+and+the+honey+tree+1966', 'the+godfather+1972', 'donnie+darko+2001']
326599	['the+matrix+1999', 'the+shawshank+redemption+1994', 'fight+club+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+usual+suspects+1995', 'the+fall+2008', 'the+godfather+1972', 'blade+runner+1982', 'starship+troopers+1997', 'raiders+of+the+lost+ark+1981', 'memories+1995', 'a+clockwork+orange+1971', 'the+graduate+1967', '12+angry+men+1957', 'made+in+dagenham+2010', 'interstellar+2014', 'what+women+want+2000', 'forrest+gump+1994', 'the+dark+knight+rises+2012', 'underground+1995']
358903	['the+matrix+1999', 'the+shawshank+redemption+1994', 'fight+club+1999', 'the+godfather+1972', 'american+beauty+1999', 'seven+samurai+1954', 'inglourious+basterds+2009', 'tsotsi+2005', 'beauty+and+the+beast+1991', 'amlie+2001', 'blade+runner+1982', 'chappie+2015', 'the+letter+1940', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'stories+of+lost+souls+2004', 'a+close+shave+1995', 'life+is+beautiful+1997', 'persepolis+2007', 'the+lives+of+others+2006', 'one+flew+over+the+cuckoos+nest+1975']
116842	['the+shawshank+redemption+1994', 'the+matrix+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'seven+samurai+1954', 'amlie+2001', 'the+great+escape+1963', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'forrest+gump+1994', 'raiders+of+the+lost+ark+1981', 'fight+club+1999', 'rear+window+1954', 'the+prestige+2006', 'harry+potter+and+the+chamber+of+secrets+2002', 'hope+and+glory+1987', 'the+lord+of+the+rings+the+two+towers+2002', 'inglourious+basterds+2009', 'david+copperfield+2001', 'woodstock+1970', 'the+immigrant+1917']
476753	['inglourious+basterds+2009', 'fight+club+1999', 'the+matrix+1999', 'blade+runner+1982', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+shawshank+redemption+1994', 'the+life+of+jesus+1997', 'the+conversation+1974', '12+angry+men+1957', 'seven+samurai+1954', 'raiders+of+the+lost+ark+1981', 'incendies+2010', 'princess+mononoke+1997', 'spellbound+1945', 'the+brotherhood+1968', 'the+usual+suspects+1995', 'vernon_+florida+1981', 'trainspotting+1996', 'kandukondain+kandukondain+2000', 'a+face+in+the+crowd+1957']
41995	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'the+matrix+1999', 'fight+club+1999', 'pans+labyrinth+2006', 'a+clockwork+orange+1971', 'raiders+of+the+lost+ark+1981', 'the+lives+of+others+2006', 'memories+1995', 'oppressed+majority+2010', 'the+princess+bride+1987', 'holiday+inn+1942', 'inglourious+basterds+2009', 'magic+christmas+tree+1964', 'laventure+cest+laventure+1972', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'mickey_+donald_+goofy+the+three+musketeers+2004', 'princess+mononoke+1997', 'nightcrawler+2014', 'blade+runner+1982']
453744	['the+shawshank+redemption+1994', 'fight+club+1999', 'inglourious+basterds+2009', 'rashomon+1950', 'raiders+of+the+lost+ark+1981', 'samurai+ii+duel+at+ichijoji+temple+1955', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+matrix+1999', 'the+usual+suspects+1995', 'schindlers+list+1993', 'cinderella+man+2005', 'the+tale+of+the+princess+kaguya+2013', 'north+by+northwest+1959', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+two+towers+2002', 'seven+samurai+1954', 'the+staircase+2004', 'a+close+shave+1995', 'waltz+with+bashir+2008', 'a+christmas+story+1983']
357700	['the+usual+suspects+1995', 'the+shawshank+redemption+1994', 'fight+club+1999', 'amlie+2001', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'seven+samurai+1954', 'stories+of+lost+souls+2004', 'aparajito+1956', 'lust+for+life+1956', 'a+summer+in+st.+tropez+1983', 'star+wars+1977', 'elevator+to+the+gallows+1958', 'sunset+boulevard+1950', 'made+in+dagenham+2010', 'schindlers+list+1993', 'dirty+ho+1979', 'princess+mononoke+1997']
69968	['fight+club+1999', 'the+shawshank+redemption+1994', 'amlie+2001', 'm+1931', 'y+tu+mam+tambin+2001', 'the+matrix+1999', 'inglourious+basterds+2009', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'raiders+of+the+lost+ark+1981', 'lust+for+life+1956', 'aparajito+1956', 'seven+samurai+1954', 'what+women+want+2000', 'incendies+2010', 'a+close+shave+1995', 'despicable+me+2+2013', 'winnie+the+pooh+and+the+honey+tree+1966', 'sunset+boulevard+1950', 'the+lord+of+the+rings+the+two+towers+2002']
171779	['the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+shawshank+redemption+1994', 'the+matrix+1999', 'fight+club+1999', 'schindlers+list+1993', 'm+1931', 'raiders+of+the+lost+ark+1981', 'sunset+boulevard+1950', 'the+lord+of+the+rings+the+two+towers+2002', 'the+godfather+1972', 'memories+1995', 'pans+labyrinth+2006', 'the+usual+suspects+1995', 'the+lives+of+others+2006', 'the+muppet+movie+1979', 'what+women+want+2000', 'hangover+square+1945', 'the+princess+bride+1987', 'a+face+in+the+crowd+1957', 'seven+samurai+1954']
350001	['winnie+the+pooh+and+the+honey+tree+1966', 'the+shawshank+redemption+1994', 'fight+club+1999', 'the+matrix+1999', 'the+lord+of+the+rings+the+two+towers+2002', 'blade+runner+1982', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'the+lives+of+others+2006', 'magic+christmas+tree+1964', 'a+perfect+candidate+1996', 'pans+labyrinth+2006', 'casablanca+1942', 'all+about+eve+1950', 'vigilante+1983', 'one+man+band+2005', 'what+women+want+2000', 'a+clockwork+orange+1971', 'the+hangover+2009', 'a+close+shave+1995', 'aliens+1986']
449159	['the+shawshank+redemption+1994', 'fight+club+1999', 'the+matrix+1999', 'the+lord+of+the+rings+the+two+towers+2002', 'seven+samurai+1954', 'm+1931', 'the+godfather+1972', 'the+usual+suspects+1995', 'shadow+of+a+doubt+1943', 'inglourious+basterds+2009', 'a+clockwork+orange+1971', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+princess+bride+1987', 'raiders+of+the+lost+ark+1981', 'schindlers+list+1993', 'life+is+beautiful+1997', 'made+in+dagenham+2010', 'raise+the+red+lantern+1991', 'ratatouille+2007', 'nausica+of+the+valley+of+the+wind+1984']
576537	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'fight+club+1999', 'american+beauty+1999', 'the+usual+suspects+1995', 'the+matrix+1999', 'star+wars+1977', 'visiting+hours+1982', 'the+lives+of+others+2006', 'a+close+shave+1995', 'perfect+blue+1997', 'hairspray+2007', 'north+by+northwest+1959', 'inception+2010', 'wisconsin+death+trip+1999', 'the+corsican+file+2004', 'indiana+jones+and+the+last+crusade+1989', 'rashomon+1950', 'the+hours+2002', 'its+kind+of+a+funny+story+2010']
558183	['the+shawshank+redemption+1994', 'the+others+2001', 'blade+runner+1982', 'the+matrix+1999', 'aparajito+1956', 'head+office+1985', 'pulp+fiction+1994', 'gladiator+2000', 'life+is+beautiful+1997', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'princess+mononoke+1997', 'amlie+2001', 'donnie+darko+2001', 'inglourious+basterds+2009', 'il+grido+1957', 'bellissima+1951', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'survive+style+5+2004', 'interstellar+2014', 'forrest+gump+1994']
469922	['the+shawshank+redemption+1994', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'amlie+2001', 'm+1931', 'in+the+name+of+the+father+1993', 'fight+club+1999', 'enemy+of+the+state+1998', 'the+usual+suspects+1995', 'sunset+boulevard+1950', 'seven+samurai+1954', 'the+princess+bride+1987', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'aparajito+1956', 'the+life+of+jesus+1997', 'american+beauty+1999', 'memories+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+lives+of+others+2006', 'what+women+want+2000']
